,0
145,Mega Profit Crypto Currency
146,Trust Merchant Cooperative Bank
147,Studio Legale Penna (Clone of FCA Authorised Firm)
148,gemstarfinancialservices.co.uk (Clone of FCA Authorised Firm)
149,SMI Trade
150,Discovery Finance
151,Stacks Investments
152,PRIMECYCLES INVEST
153,BITYIELD INVESTMENT
154,PRIME CRYPTO EARNERS
155,FundingFX
156,ROMOS LLC
157,HTB Investment
159,Mastertradeplusfx Inc
160,One Guaranty Bank
161,ICapital Global FX
162,Seaf Ltd / seafltd.co.uk
163,Metrol International Bank
164,FxMarket365
165,RETROFXPROFIT
166,LoyalFXMarket
167,CRYPTOFXTRADING
168,DEFI KOIN MARKET
169,elitetradecapitalfx.com LTD
170,DFX Investment Platform
171,Digital funds investment
172,City Financial Asset Management
173,Win Traders (clone of FCA authorised firm)
174,Wealth Nets Finance Ops
175,Bitvillafx
176,Fidelity Crypto
177,Zenithbit Company
178,stonextrades.com (Clone of FCA Authorised Firm)
179,Red Finance Capital (Clone of FCA Authorised Firm)
180,ZENFXLTD.COM
181,BI.IN Trade Markets
182,Forex Alphas
183,Digital CoupFx
184,Global Crypto Express
185,Finex Global Markets
186,Equity Assets Innovation
187,The Financial Centre / TheFinancialCentre
188,Harkins Corporate Partners / Hawkins Corporate Partners
189,VisionFxpro
190,VICTORY FX
191,PAX INVESTMENTS
192,USA GLOBAL BANK
193,Levy & Partners Law Office (Clone of FCA Authorised Firm)
194,BITCLOUDFXPRO
195,Affluentprimefxt
196,COINPAYMENT FX
197,FXSMART OPTIONS
198,COIN TRADING FX
199,Aston Global Assets
200,Bbitfx
201,FinssoBank
202,Tiptopsmarkets
203,KEDEXTRADINGFX
204,swashinvest.com
205,W.J. Edwards
206,Exnessfxcapital
207,fx-trusttrade
208,fx-cashtrading.ltd
209,WIN-TRADE INVEST
210,TF Global Limited
211,CHECKERBITS INVESTMENT LTD
212,Rapid Recovery Consulting / RR International LLC
213,Mortgage Securitisation Claims Ltd / Camellus Law
214,Altima Trade (Clone of an Authorised Schedule 5 firm)
215,Liquidity Swap (clone of FCA authorised firm)
216,SoarFxGB
217,RICHCOINFX
218,MARKET ON US
219,Wailey Bank
220,METROPOLISCAPITALBANK
221,Fixed Income
222,First Urban Bank
223,All Citizen Bank
224,Prime Assets Global
225,GLOBAL INCOME TRADE
226,TRADE TECH INVESTMENTS
227,CRYSTAL INVESTMENT PROFIT
228,SUREFXWAY
229,MavadonBank
230,ArcadisInvest
231,TRADEPROFITFX
232,GCB London
233,REVIVEDINVEST
234,Bridge Lenders
235,ONEFX TRADE
236,24hourscryptoexpert
237,investfxsignals.com
238,Tomer Capital
239,Smart Bit-FX
240,ADAGIO ACCOUNTANTS
241,COINWHALE INVESTMENT
242,Commonwealth financial services
243,focusloans.uk
244,Marketwaves Pro
245,Copy Trade Signals.FxLtd
246,Berkeley Financial Partners (Clone of FCA Authorised Firm)
247,IKICI
248,TradeFCA
249,CRYPT24FX
250,Astrofxtradingplatform
251,FOREX-EXCHANGE.LTD
252,DAILY WEALTH FINANCING
253,Global Recovery Center
254,Josef Nejedly Consultancy
255,Primespotway (Clone of FCA Authorised Firm)
256,FTM Trade
257,National Debt Advice
258,New Capital Lenders
259,Royal Kings International / @RoyalKingsInt
260,Schroder Income Growth (Clone of FCA Authorised Firm)
261,Cryptocycle
262,Main Bit
263,Coin Matrix
264,PROFITCHAIN FX
265,SOLANA MARKETS
266,Finance Investment
267,Rapid Money UK
268,Apollo Corporate Partners
269,Aligninvest limited
270,EQUITY BANK LP
271,MX BITCOIN INVESTMENT
272,KEIR HARTLAND ASSOCIATES
273,Stillwater Capital Advisors LLC
274,financeinvestmentsolution.com (clone of Appointed Representative)
275,Finsa Investment
276,BUX Forex (Clone of FCA authorised firm)
277,law-financial.com (Clone of FCA Authorised Firm)
278,Fxcryptland
279,Flexo Limited
280,GLOBALASSETE LTD
281,forbes-income.com
282,ExpressFXonline LTD
283,fx-cryptominers.com
284,www.aiglinvestmentgroupltd.com
285,Glassman Consultants LLC
286,UK Loan Management Services
287,Adar Capital (Clone of FCA Authorised Firm)
288,Vodafone Sustainability (Clone of FCA authorised firm)
289,TRUISTEE BANK
290,York Global Finance
291,Global Coin
292,Grow Deposits
293,Westmark Traders
294,www.titanfundrecovery.com
295,Insta Markets Ltd
296,BRUTONADVISORS.CO.UK
297,Genesis Blockchain FX
298,Safecaps.io (Clone of FCA authorised firm)
299,premiumfinancesolutionsltd.com (Clone of FCA Authorised Firm)
300,FXbase.io
301,tradequickfx
302,www.lotsfx.com
303,121 Trading
304,HITSTOCK FX
305,CRYPTO CREATIVE
306,Truist Investment
307,Bullionsassets Ltd
308,SKY DOVE BANK
309,Uratheum Investment
310,ADMINISTRADORA FOREX
311,Olive Crypto Trading
312,CAPITAL MINING CRYPTO
313,Crypto FX AI Trades
314,ARCHER FX TRADING LTD
315,CMS Ltd (clone of FCA authorised firm)
316,COINFXTRADING
317,MAXWESTASSETS
318,247 TRADES FX
319,Plateau Finance / Plateau Financial Limited Private Lending / Plateau Finance Services Limited
320,SUPERINVEST.ORG
321,APEX CRYPTOFX
322,Redraven Markets
323,cavalliautomotive (Clone of FCA Authorised Firm)
324,Star Crypto (Clone of FCA Authorised Firm)
325,Cullen Wealth Trading Ltd (Clone of FCA Authorised Firm)
326,DynamicFx Trade
327,Freedom Trust Credit Bank
328,Coinsdesk (Clone of FCA authorised firm)
329,coinpass.ltd (Clone of FCA Authorised Firm)
330,leadenhall-wm (clone of FCA authorised firm)
332,Escrow Custodian Service Ltd (Clone of FCA Authorised Firm)
333,CHAINSWIFTFX
334,DFINEXMARKET
335,BITFOREX FINANCE
336,PLATINUM INVESTMENTS
337,Cryptonance Brokerage
338,NEXUS FINANCIAL FX
339,BLOOM MARKET TRADING
340,Midpoint-ex (Clone of FCA authorised firm)
341,DIGICOINFX
342,CAPITAL WEALTH TRADE
343,PRIME GOLD INVEST / PRIMEGOLD INVESTMENT GROUP
344,WINVESTOCK
345,gazprofx.com
346,FXM VENTURE
347,GETECK UK LIMITED
348,best ethical options
349,UNIVERSE OPTIONS FX
350,WWW.FINCHES-INVESTMENT.XYZ / DIGITALCOIN
351,Life Equity Investment Private Bank
352,FX Coniplant
353,Start by Change
354,Paragon-Invest
355,Finance Infinity
356,Fx-fastfunds Ltd
357,Hardy Green Corporate Partners
358,CRYPTOCURRENCYXCOINS LTD / ZIK TRADE
359,Gtechinvestmentplatform
360,Fxforbe (SC) LTD
361,A2B FX STRATEGY LIMITED
362,XTB Global (Clone of FCA Authorised Firm)
363,FXIPRO
364,APEXBULLFX
365,FXBINASTRADE
366,YABO GLOBAL
367,Crypto Master
368,FORTCRYPTO LTD
369,CD INVESTMENTS
370,CAPITAL TRADE
371,CRYPTO-STOCKSMARKET
372,FX SMARTCAPITAL TRADE
373,Greenlight Capital Inc
374,TRADEFX / TRADEFX SOLUTION
375,Central Financial (clone of Appointed Representative)
376,QUANTOMFX
377,NUNITEINVESTING
378,CryptoCloudMiners
379,APPEX MARKET
380,Infy Fx Trade
381,Crypto InvestmentFx
382,GLOBAL CRYPTO MINER
383,CAPITAL TRADERS MARKET
384,DAXSON INVESTMENT MANAGEMENT
385,EXPERT CRYPTOFX OPTION LTD
386,www.bradfordcu.com (clone of FCA authorised firm)
387,FTX
388,ZeemzFX
389,FX PLUS
390,Taco Forex
391,NAB Crypto
392,DTPFX LTD
393,MATRIXINVESTMENT
394,PREMIUMOPTIONFXPRO
395,Timeline Investment
396,SR TRADE FOREX
397,Orbit FX Trading
398,FIRST RATE CRYPTO
399,CRYPTO-NETWORK LTD
400,Ultimate FX Expert
401,Binary Invest Traders
402,CRYPTO PREMIER MINING
403,REVOLUT TRADE HUB INC
404,GLOBALPRIMEFOREX / GLOBALSPRIMEFX
405,Ultra Finance / ultrafinance.co.uk
406,ALTPROFX
407,MEGATRADE
408,BEXCAPITALFX
409,CRYPTOXTRADES
410,Forex Kickstarters
411,FASTEARNERSFXOPTIONTRADE
412,FX Smart Traders
413,EURIZON CAPITAL INVESTMENT
414,RUMFORD CAPITAL MANAGEMENT GROUP
415,SUPERCRYPTOOPTIONS / SUPER CRYPTO OPTIONS
416,9DAYFX
417,FOREXTRO
418,BINANCEINVEST
419,HonorFinance
420,A One Finance
421,NoCreditCheckLoans
422,SKYLARK FX MARKET
423,Astoria International Limited
424,INFINITY FX / INFINITY FX MARKET
425,Plexusfin.com (Clone of FCA authorised firm)
426,CA-CIB Invest (Clone of FCA Authorised Firm)
427,SUPERFXTRADES
428,CRYPTOEDGEPREMIUM
429,UKPOWER-NETWORKS.com
430,Dolson Capital Management
431,BITCLUB NETWORKING FX TRADING
432,SwissToro Finances Limited (Clone of FCA authorised firm)
433,ICG24
434,LIVEFX
435,SMARTFXCAPITALS
436,cryptofxexperts
437,Invest with NHS
438,FORTECAPITALINVEST
439,HORIZON CRYPTO LIMITED
440,BROWNRIDGE CAPITAL ASSET MANAGEMENT
441,CREX247 / CREX247 BINARY TRADING (UK) LTD
442,The Street FX
443,Elite-bonds.com
444,LETS COMPARE 4 YOU
445,MTH Investments Financial
446,BBanc
447,Varliant FX
448,Longview Financial Services
449,CALCUX FX / CALCUX FX GLOBAL
450,Stream Loans (Clone of FCA Authorised Firm)
451,Buddy Finance (Clone of FCA Authorised Firm)
452,MARKETFXM
453,FUNDRISE GLOBAL
454,JKMT Trading Ltd
455,ULTRA CRYPTOCOIN FX / ULTRA CRYPTOFX
456,SWANSON AND MILLER LAW / SWANSON & MILLER LAW
457,Get Easy Loans (Clone of FCA authorised firm)
458,INVESTMENT GROUP
459,Winnex Primemarkets Online
460,FXEDGE OPTIONS / FXEDGE MARKET
461,US International Escrow Commission
462,bitfxtradez
463,AIS Insurance
464,Fraud Solutions
465,Multa Loans (Clone of FCA Authorised Firm)
466,alexanderdarlow.com (Clone of FCA authorised firm)
467,equitixincome.com (clone of FCA authorised firm)
468,M24 MARKETS
469,fxguaranteeoptions
470,Cash and You
471,Bitcoin Vault
472,UK Claims Direct
473,Jupiter Holdings (Clone of FCA Authorised Firm)
474,IVA Advice
475,kqmarketfx.co.uk (Clone of FCA Authorised Firm)
476,http://www.illuminatifinancelimited.com (clone of FCA authorised firm)
477,Safe Debts
478,Omni Claim
479,Radcliffe & Shaw
480,Claim Justice Ltd
481,LITSFXTRADES21 / LITSFXTRADE21
482,Faberton Financial Services LLC
483,Hong Kong Selead Group Limited
484,CRYPTOJET / CRYPTOJET.LTD TRADING LTD
485,HD Global (Clone of FCA Authorised Firm)
486,Recover Fund
487,Flamingo Loans
488,FundsBack Ltd
489,Trading Space UK Ltd
490,Lenders List in UK (Clone of FCA Authorised Firm)
491,MARTYN SERVICES LIMITED (Clone of UK registered limited company)
492,Lorikeet Private Technologies Limited (clone of FCA authorised firm)
493,Prime Coin
494,ETH Profits
495,Hash Miner Ltd
496,Goanually (Clone of FCA Authorised Firm)
497,Trading212pro / Tradingpro212 (clone of FCA authorised firm)
498,Aurat Capital Ltd
499,Concrete Loans Ltd
500,Legal Finance / legalfinance.io
501,bigmorebenefitslimited.org (Clone of FCA authorised firm)
502,ATFX Global Trading / ATFXcoin (Clone of FCA Authorised Firm)
503,Credit Ltd
504,Union Capital Company
505,Salem Trading Services
506,OBGFX
507,CG Associates
508,starling-bonds.com
509,LX Profit Ltd
510,YABO Market Limited
511,Lex Financial Limited
512,Lending Cart (Clone of FCA Authorised Firm)
513,Starling Credit (Clone of FCA Authorised Firm)
514,areatrading.io / AreaTrading Advisors LTD (Clone of FCA Authorised Firm)
515,MOORELAND ADVISORS LLC
516,Lite Forex Pro (Clone of FCA Authorised Firm)
517,TradeHUB (UK) Limited / tradehub.fm (Clone of FCA authorised firm)
518,HNM (UK) Limited / heynepmarkets.com (Clone of FCA authorised firm)
519,Clear Loan
520,First National Bank Plc
521,exchangesolutions.co.uk / exchangesolutionsltd.com (Clone of FCA Authorised Firm)
522,Cryptofxtrading
523,WHITEWELL CAPITAL MANAGEMENT INC
524,CRYPTOFINACLETRADE
525,CRYPTOPOPINVESTMENT
526,Clinton Associates LLC
527,Wixi
528,Cryptotechuniverse
529,crypto-x-options
530,First Infinity Loans
531,Crypto defi Management
532,101-Investing / 101-investing.net
533,SCHULZE-WINKLER / SCHULZE-WINKLER ADVISORY GROUP LLC
534,Credit Business Finance (Clone of FCA Authorised Firm)
535,Newton Corp (Clone of FCA Authorised Firm)
536,PAYWEEKLYFLOORINGUK LTD t/a Pay Weekly Flooring
537,Reclaim Experts
538,LC Holding / Logical Connections Holding
539,William Fountain Insurance Brokers (Clone of FCA Authorised Firm)
540,Eaglestones Finance / eaglestone-fin.com (Clone of FCA authorised firm)
541,Refundex
542,Claims Advisory Service
543,ABILITY CORPORATE ADVISORY
544,Proserv GBR Limited
545,Premier Finance GB Ltd
546,Avance Automotive (Clone of Authorised firm)
547,Loans Central / Loans Capital (Clone of FCA Authorised Firm)
548,Click Money
549,FXOkami (Clone of Authorised firm)
550,Coverfast (clone of FCA authorised firm)
551,Trade Unity Capital (Clone of Authorised firm)
552,Underwood Consultancy LLC
553,Marlpark Limited Company / marlparkltd.com
554,Reliable Mega Options Trade
555,Ettizon and Payne Capital Partners LLC
556,Start Up Loans (Clone of FCA Authorised Firm)
557,Lynx Fund United Kingdom (Clone of Authorised Representative)
558,Sliverleaf Capital Group LLC / Silver Leaf Capital Group LLC / Silver Lease Capital Group / Sliver Lease Capital Group
559,CLARIDGE CONSULTANCY GROUP
560,WADDELL AND REED ASSOCIATES
561,Zenfinex (clone of FCA authorised firm)
562,PORTER & ROSE LAW / PORTER AND ROSE LAW
563,Safe Claims Ltd
564,MEDTECH ACQUISITIONS
565,360 GLOBAL CAPITAL LLC
566,Europa Trade Capital
567,Infinity+ Consulting Group
568,Borland Insurance (clone of FCA authorised firm)
569,Amey Finance Academy Ltd
570,financeexpertltd.com (clone of FCA authorised firm)
571,Easy Finance (clone of FCA authorised firm)
572,AFX Trade LLC
573,Claymore Bullion (Clone of FCA authorised firm)
574,legitimatebitcoin.com
575,Share Credit Securities Ltd (Clone of FCA authorised firm)
576,Trustfundfx
577,AstroFXbtcm
578,cryptomineroptions
579,VISTRA ADVISORS LLC
580,CRYPTO STOCKS FX TRADE
581,FxViewInvestment (clone of authorised firm)
582,Car Fast Solutions (Clone of Authorised firm)
583,ECHELONFXINTL
584,premiumfx.world
585,INSTANTPREMIERFX
586,Forex Trade Inc
587,UK Loan House (Unauthorised firm)
588,CRYPTO EXPERT MINING /CRYPTOEXPERTMINING
589,CPT Markets & Trades / cpttrades.com (Clone of FCA Authorised Firm)
590,bitcotrustfx.com
591,MASAO VENTURES
592,SHOJI CAPITAL PARTNERS
593,fxprocapital
594,247FX TRADE
595,CRYPTO MESSIAH
596,BEYOND OPTION FX
597,EMPIRES TRADE FX
598,REAL CRYPTO TRADERS INC
599,FOREX DIVIDEND / FX DIVIDEND
600,Loans Ltd t/a Lend Invest
601,alexawealthmngt.com (Clone of FCA Authorised Firm)
602,SHOAIBCRYPTO
603,Amicus Investment Ltd
604,CLYBOURNE CONSULTING GROUP LLC
605,OPTIONS SWINGE FX / OPTIONSSWINGE
606,Roche and Woltz Management Group
607,Refund Services
608,CRYTOCIANS CC
609,FOREX EA ZONE
610,FIVESTAR PROFIT FX TRADE
611,Finance Law Consulting (Clone of FCA Authorised Firm)
612,HOBITAL FX TRADE
613,NET-TRADERSFX LTD
614,META CRYPTO MINE / META CRYPTO MINING
615,mlcapuk.com (Clone of FCA Authorised Firm)
616,wisefunds.uk (Clone of FCA Authorised Firm)
617,Dakken Group
618,creditspring loans (Clone of FCA authorised firm)
619,CRYPTOBTCEARNER
620,BITMINEFX TRADE
621,DirectEnergy Limited (clone of FCA authorised firm)
622,CRYPTOBLOCKCYPHER
623,CRYPTOCAVES.NET LTD
624,Bistra Advisors LLC
625,CRYPTO EVOLUTION TEAM
626,4XLIMITED
627,4XEMPIRES
628,OPQUALITYSIGNALS360
629,Claymore Wealth Management (Clone of FCA authorised firm)
630,GOLDDEALFX.COM
631,Wausau Insurance (clone of FCA Authorised firm)
632,marksandspencersinvestments.com (Clone of FCA Authorised Firm)
633,Reed and Martin Law Office (Clone of FCA Authorised Firm)
634,CRYPTO WEALTH INVESTMENT
635,GLENCO CAPITAL INVESTMENT
636,lenderslist.co.uk / Lender List Loan UK Ltd
637,CRYPTOFXBIT
638,Global Incomebase Ltd
639,COINS DESK FX / COIN DESK FX
640,Bright Loans UK Ltd (Clone of FCA Authorised Firm)
641,MYCRYPTOWORKS
642,CRYPTOUPDATE24
643,SAXOFX-24
644,SRFX TRADES
645,Thompson Companies
646,META CRYPTO MINING
647,FOREX EXPRESS ROBOT
648,CRYPTO FUTURE INVEST
649,EQUITY INNOVATION MARKETS
650,CRYPTOCOIN-CASH LIMITED
651,Chartwell Advisors LLC
652,Loan Stores (Clone of FCA authorised firm)
653,Fridman - Conason / Fridman-Conason Partners and Advisors
654,RSI-FX
655,ACECRYPTOMINING
656,BIT-CASHFX
657,FINANCEDFXTRADES
658,CRYPTFX GAIN
659,FOREXGLOBALCAP.COM
660,DEBTFREE CRYPTO
661,CRYPTO FX FINANCE
662,CRYPTO FX ASSET TRADE
663,HFX TRADING /HFX Investment Company
664,BROKER IQ
665,InertiaFinance / Inertia Finance Ltd (Clone of FCA authorised firm)
666,CIBfx
667,GULFBULLS
668,PROFIT FX
669,ProfitFX Pro
670,FAIDA EQUITY
671,StatCoin Trade
672,StormBit / Stormbit.biz
673,TDX Markets / TDX Markets LLC
674,FXHODL
675,FXCROP
676,FXPROEARNTRADE
677,DERBY FX
678,EJ Markets
679,DIGITALGLOBALFX.NET
680,FOREX EXCHANGE TRADE
681,bidtrade.net (Clone of FCA Authorised Firm)
682,ARFOREXTRADING
683,CONSULT FOREX
684,CAPITAL FOREXLIVE
685,CAPITAL FOREX PLUS
686,CRYPTO INVESTMENT SOLUTIONS
687,Argon Secur / Argon Financial Limited (Clone of FCA authorised firm)
688,OPTINMSE.COM
689,BITPROINVEST
690,DCP Consultants
691,Jones & Rossman - Solicitors Ltd
692,ab-aba.com / aa-abb.com (Clone of FCA Authorised Firm)
693,Mint by Flagstone (Clone of FCA Authorised firm)
694,CRYPTO OPTION
695,CRYPTO-SMARTCHAIN
696,Superior Chargeback
697,CRYPTOFXFASTMININGS.ONLINE
698,CRYPTOFIRSTFXMINERS.ONLINE
699,CRYPTOINVESTMENT LIMITED
700,T Rowe Price (Clone of FCA Authorised Firm)
701,Cheap Loans Ltd (clone of FCA authorised firm)
702,UK RATES COMPARED
703,BESTRATES-4-U.COM
704,Hencewood Capital Consultancy LLC
705,Campbelton Corporate Partners LLC
706,Thomson Venture Capital Partners
707,Superether
708,CRYPTOLITEPROFIT
709,CRYPTO TRADING SIGNALS
710,FOREX INDICATORS MARKET
711,Blackmoore / Blackmore International Group
712,Hendersons Management / Henderson Management LLC
713,MaxFxFinPro
714,Burlington & Browne Wealth Management
715,Success For Tenants
716,Blackpoint Advisors LLC
717,Nut-Meg (Clone of FCA authorised firm)
718,Breaks Wealth (clone of Appointed Representative)
719,EDAGIO
720,Zetbull Ltd
721,CAPITAL FINANCE LTD (www.capfinuk.com)
722,Etoro SB Limited (clone of FCA authorised firm)
723,https://en.allicaln.com (clone of FCA authorised firm)
724,CRYPTO PRIME
725,CRYPTOGAINTRADING
726,CRYPTOMININGSTREAM
727,FCIM / FIRSTCRYPTOINFINITEMINER.ONLINE
728,unitedtrust-online.com (Clone of FCA authorised firm)
729,consilienceventures.info (Clone of FCA Authorised Firm)
730,City Accountants and Business Advisors Limited (clone of FCA Exempt firm)
731,Zanik Leasing & Rentals/ https://www.zanikleasing.com/ (Clone of a FCA authorised firm)
732,ghana-al.com (Clone of FCA Authorised Firm)
733,24*7 Cash Line Finance / 247 Cashline Finance / 247 Cashline Loan (Clone of FCA authorised firm)
734,Beneffx
735,TRADER HOUSE
736,CRYPTOLOGY & NFT WORLD
737,CLIMAX MULTILINGUAL INVESTMENT (CMIC)
738,Andbank Asset Management/ Andbank Asset management London (Clone of FCA Authorised Schedule 5 – Operator)
739,CRYPTOVEST
740,UPCRYPTOVEST
741,CRYPTOWIN TRADING
742,GLOBALCRYPTOALLIANCE.LTD
743,CRYPTO BOT OPTIONS
744,COVINGTON ADVISORS LLC
745,LCG.fit (Clone of FCA authorised firm)
746,www.aflplanning.com (clone of Appointed Representative)
747,brokerexpressltd.com (Clone of FCA Authorised Firm)
748,XTB Coin Trading (Clone of FCA authorised firm)
749,Acadian-Asset.management (clone of FCA authorised firm)
750,AIG Europe Investment (Clone of FCA authorised firm)
751,The FluentMoney / Fluent Money Loan Lenders (Clone of FCA Authorised Firm)
752,ULTRA-COINBASE LTD
753,CRYPTON CAPITAL INVEST LIMITED
754,CRYPTO CURRENCY TRADING LIMITED
755,Asset Exchange Holdings (clone of FCA Authorised firm)
756,EQT Fund Management (Clone of FCA Authorised firm)
757,Trengrove Corporate Partners
758,Ratner Harwood and Associates LLC
759,Henderson and James Equity Management
760,Fortrades Ltd (clone of FCA authorised firm)
761,CFX GOLDEN TRADE
762,TRADERS-INCOME LTD
763,CRYPTOMARKET INTERNATIONAL
764,AUXI MARKET
765,AFW Associates LLC
766,AOL GLOBAL INVESTMENT CAPITAL LTD
767,CRYPTOPREMIUM247
768,CRYPTOCOIN-EXPLORER.QUEST
769,Loanpad-In (Clone of FCA Authorised Firm)
770,www.allicatrust.com (clone of FCA authorised firm)
771,Legal Studio and Consult (Clone of FCA authorised firm)
772,UMB Services / UNB FINANCIAL SERVICES INC
773,Allianz Global Corporate (Clone of EEA Authorised firm)
774,Oxney Automotive Limited (Clone of FCA authorised firm)
775,Clearpoint-fin / Clearpoint Capital (Clone of FCA authorised firm)
776,ONLINE TRADER
777,METAFXTRADERS
778,CRYPTOMATRIX362
779,CRYPTO-BTC.INFO
780,MININGBTCFXTRADERS.ONLINE
781,CRYPTOFXFASTMINERS.ONLINE
782,GLOBELFX
783,easytrade.io
784,KUFIN LIMITED
785,SafeBTCCompany (Clone of FCA Authorised Firm)
786,The Bank London (clone of FCA authorised firm)
787,talk-talk.net (Clone Firm) (clone of FCA authorised firm)
788,CRYPTO BROKER
789,CRYPTO MAKER INVEST
790,Lyxor Pro (clone of FCA authorised firm)
791,CRYPTOMINERS' BANK
792,CRYPTO COINS TRADERS
793,Highsmith & Miller Advisors LLC
794,VARIETYFX
795,EXPERTBINARYTRADE
796,CRYPTOPRIMETRADING
797,METAGOLD CAPITAL
798,KURDISTANFOREX LTD
799,PRB CAPITALS LTD
800,Daimon Capital Partners
801,Alpha Forex Pro Limited/ Alphaforexprolimited (Clone of FCA Authorised firms)
802,Lexington Plus
803,Pointe-Benowitz LLC / Point-Benowitz
804,Capital Trust Financial Management (Clone of FCA authorised firm)
805,CRYPTOFA
806,KCRYPTOPROJECT
807,CRYPTODESKTRADING
808,CRYPTO FINANCE
809,CRYPTOCURRENCYXPRESS
810,Biggest Investment Group
811,GENIUS ASSETS CAPITAL LIMITED
812,Porterfield Financial Holdings (clone of FCA authorised firm)
813,Fidelity Fund Management / FIL Fund Management (Clone of FCA Authorised firm)
814,CRYPTODESIREE
